Label,ImageSource
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\010_su_002_0016.jpg
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\014_su_004_0029.jpg
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\015_su_003_0015.jpg
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\016_su_002_0013.jpg
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\017_su_002_0020.jpg
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\018_su_002_0025.jpg
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\019_su_002_0017.jpg
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\028_su_002_0033.jpg
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\029_su_000_0014.jpg
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\030_su_001_0025.jpg
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\084_su_004_0022.jpg
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S058_001_00020421.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S059_001_00121023.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S061_001_00015917.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S062_002_00125508.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S063_001_00223925.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S065_003_00124129.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S066_002_00232528.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S067_002_00020613.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S069_002_00013227.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S072_004_00012822.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S073_001_00120608.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S074_002_00221913.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S075_002_00324310.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S076_001_00014514.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S081_001_00014522.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S082_001_00091822.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S086_001_00114701.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S087_001_00015602.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S092_001_00013503.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S095_001_00093326.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S097_001_00264627.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S100_002_00533515.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S101_002_01015403.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S102_002_00023626.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S107_001_01012601.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S122_001_03164605.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S127_001_00343215.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S130_001_00543817.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S131_001_01023903.png
surprise,D:\education\university\projects\year3\s2\ai\working space\AI v1.0\Images\surprise\S138_004_01514425.png
